timestamp,ambient_light_lux,occupancy_count,motion_detected,hour,Current Light Lumen,GT - Target,User Input,trigger,ambient_base_lux,lamp_lux
2026-05-20T11:30:00,266.1,2,FALSE,11.5000,0,257-1772,None,scheduled_30m,266.1,0.0
2026-05-20T12:00:00,876.3,2,FALSE,12.0000,1014,0-0,None,scheduled_30m,742.5,133.8
2026-05-20T12:30:00,277.9,3,FALSE,12.5000,0,168-1682,None,scheduled_30m,277.9,0.0
2026-05-20T13:00:00,786.7,3,TRUE,13.0000,925,0-0,None,scheduled_30m,664.6,122.1
2026-05-20T13:30:00,286.0,3,TRUE,13.5000,0,107-1621,None,scheduled_30m,286.0,0.0
2026-05-20T14:00:00,479.2,3,FALSE,14.0000,864,0-0,None,scheduled_30m,365.2,114.0
2026-05-20T14:30:00,3059.0,3,FALSE,14.5000,0,0-0,None,scheduled_30m,3059.0,0.0
2026-05-20T15:00:00,374.8,3,FALSE,15.0000,0,0-0,None,scheduled_30m,374.8,0.0
2026-05-20T15:30:00,484.0,2,FALSE,15.5000,0,0-0,None,scheduled_30m,484.0,0.0
2026-05-20T16:00:00,158.4,2,FALSE,16.0000,0,316-1072,None,scheduled_30m,158.4,0.0
2026-05-20T16:30:00,268.2,2,FALSE,16.5000,694,178-934,None,scheduled_30m,176.6,91.6
2026-05-20T17:00:00,451.6,2,FALSE,17.0000,556,0-0,None,scheduled_30m,378.2,73.4
2026-05-20T17:30:00,291.3,2,FALSE,17.5000,0,0-65,None,scheduled_30m,291.3,0.0
2026-05-20T18:00:00,140.6,2,TRUE,18.0000,0,451-1207,None,scheduled_30m,140.6,0.0
2026-05-20T18:30:00,240.9,1,TRUE,18.5000,829,520-1276,None,scheduled_30m,131.5,109.4
2026-05-20T19:00:00,348.3,0,TRUE,19.0000,898,0-0,None,scheduled_30m,229.8,118.5
2026-05-20T19:30:00,108.2,0,FALSE,19.5000,0,0-0,None,scheduled_30m,108.2,0.0
2026-05-20T20:00:00,188.9,0,FALSE,20.0000,0,0-0,None,scheduled_30m,188.9,0.0
2026-05-20T20:30:00,94.6,0,FALSE,20.5000,0,0-0,None,scheduled_30m,94.6,0.0
2026-05-20T21:00:00,115.7,0,FALSE,21.0000,0,0-0,None,scheduled_30m,115.7,0.0
2026-05-20T21:30:00,267.7,1,FALSE,21.5000,0,0-244,None,scheduled_30m,267.7,0.0
2026-05-20T22:00:00,32.3,0,FALSE,22.0000,0,0-0,None,scheduled_30m,32.3,0.0
2026-05-20T22:30:00,16.3,0,FALSE,22.5000,0,0-0,None,scheduled_30m,16.3,0.0
2026-05-20T23:00:00,2.3,0,FALSE,23.0000,0,0-0,None,scheduled_30m,2.3,0.0
2026-05-20T23:30:00,4.1,0,FALSE,23.5000,0,0-0,None,scheduled_30m,4.1,0.0
2026-05-20T23:33:05,18.8,0,TRUE,23.5514,0,0-0,None,event_motion_start,18.8,0.0
2026-05-21T00:00:00,5.9,0,TRUE,0.0000,0,0-0,None,scheduled_30m,5.9,0.0
2026-05-21T00:30:00,3.3,0,FALSE,0.5000,0,0-0,None,scheduled_30m,3.3,0.0
2026-05-21T00:52:08,7.8,0,TRUE,0.8689,0,0-0,None,event_motion_start,7.8,0.0
2026-05-21T01:00:00,15.4,0,TRUE,1.0000,0,0-0,None,scheduled_30m,15.4,0.0
2026-05-21T01:30:00,8.3,0,FALSE,1.5000,0,0-0,None,scheduled_30m,8.3,0.0
2026-05-21T02:00:00,5.8,0,FALSE,2.0000,0,0-0,None,scheduled_30m,5.8,0.0
2026-05-21T02:30:00,2.0,0,FALSE,2.5000,0,0-0,None,scheduled_30m,2.0,0.0
2026-05-21T03:00:00,6.8,0,FALSE,3.0000,0,0-0,None,scheduled_30m,6.8,0.0
2026-05-21T03:30:00,11.4,0,FALSE,3.5000,0,0-0,None,scheduled_30m,11.4,0.0
2026-05-21T04:00:00,9.7,0,FALSE,4.0000,0,0-0,None,scheduled_30m,9.7,0.0
2026-05-21T04:30:00,3.3,0,FALSE,4.5000,0,0-0,None,scheduled_30m,3.3,0.0
2026-05-21T05:00:00,3.3,0,FALSE,5.0000,0,0-0,None,scheduled_30m,3.3,0.0
2026-05-21T05:30:00,12.0,0,FALSE,5.5000,0,0-0,None,scheduled_30m,12.0,0.0
2026-05-21T06:00:00,33.4,0,FALSE,6.0000,0,0-0,None,scheduled_30m,33.4,0.0
2026-05-21T06:30:00,178.0,1,FALSE,6.5000,606,16-772,None,scheduled_30m,98.0,80.0
2026-05-21T07:00:00,272.5,1,TRUE,7.0000,1000,0-450,None,scheduled_30m,140.5,132.0
2026-05-21T07:30:00,203.6,2,TRUE,7.5000,72,0-44,None,scheduled_30m,194.1,9.5
2026-05-21T08:00:00,396.1,2,FALSE,8.0000,0,0-0,None,scheduled_30m,396.1,0.0
2026-05-21T08:30:00,185.2,1,FALSE,8.5000,0,0-112,None,scheduled_30m,185.2,0.0
2026-05-21T09:00:00,175.9,2,FALSE,9.0000,0,941-2455,None,scheduled_30m,175.9,0.0
2026-05-21T09:30:00,447.8,2,FALSE,9.5000,1698,579-2093,None,scheduled_30m,223.7,224.1
2026-05-21T10:00:00,374.8,2,FALSE,10.0000,1336,770-2284,None,scheduled_30m,198.5,176.3
2026-05-21T10:30:00,526.3,2,FALSE,10.5000,1527,0-1327,None,scheduled_30m,324.7,201.6
2026-05-21T11:00:00,469.0,2,FALSE,11.0000,570,0-804,None,scheduled_30m,393.8,75.2
2026-05-21T11:30:00,182.6,2,FALSE,11.5000,47,937-2451,None,scheduled_30m,176.4,6.2
2026-05-21T12:00:00,544.3,3,FALSE,12.0000,1694,0-1358,None,scheduled_30m,320.7,223.6
2026-05-21T12:30:00,435.1,2,TRUE,12.5000,601,0-1092,None,scheduled_30m,355.8,79.3
2026-05-21T13:00:00,312.6,2,TRUE,13.0000,335,240-1754,None,scheduled_30m,268.4,44.2
2026-05-21T13:30:00,341.8,2,TRUE,13.5000,997,681-2195,None,scheduled_30m,210.2,131.6
2026-05-21T14:00:00,447.2,2,FALSE,14.0000,1438,0-322,None,scheduled_30m,257.4,189.8
2026-05-21T14:30:00,596.3,2,TRUE,14.5000,0,0-0,None,scheduled_30m,596.3,0.0
2026-05-21T15:00:00,298.9,2,TRUE,15.0000,0,0-8,None,scheduled_30m,298.9,0.0
2026-05-21T15:30:00,562.8,2,FALSE,15.5000,0,0-0,None,scheduled_30m,562.8,0.0
2026-05-21T16:00:00,367.1,2,FALSE,16.0000,0,0-0,None,scheduled_30m,367.1,0.0
2026-05-21T16:30:00,359.0,2,FALSE,16.5000,0,0-0,None,scheduled_30m,359.0,0.0
2026-05-21T17:00:00,396.2,2,FALSE,17.0000,0,0-0,None,scheduled_30m,396.2,0.0
2026-05-21T17:30:00,344.8,2,FALSE,17.5000,0,0-0,None,scheduled_30m,344.8,0.0
2026-05-21T18:00:00,34.4,2,FALSE,18.0000,0,1255-2012,None,scheduled_30m,34.4,0.0
2026-05-21T18:30:00,271.4,2,FALSE,18.5000,1633,1093-1849,None,scheduled_30m,55.9,215.5
2026-05-21T19:00:00,319.2,2,FALSE,19.0000,1471,568-1325,None,scheduled_30m,125.0,194.2
2026-05-21T19:30:00,316.3,2,FALSE,19.5000,947,66-823,None,scheduled_30m,191.3,125.0
2026-05-21T20:00:00,186.2,1,FALSE,20.0000,445,550-1307,None,scheduled_30m,127.5,58.7
2026-05-21T20:30:00,324.5,2,FALSE,20.5000,928,0-742,None,scheduled_30m,202.0,122.5
2026-05-21T21:00:00,90.1,2,FALSE,21.0000,364,1197-1954,None,scheduled_30m,42.1,48.0
2026-05-21T21:30:00,291.1,1,FALSE,21.5000,1575,885-1642,None,scheduled_30m,83.2,207.9
2026-05-21T22:00:00,169.0,0,FALSE,22.0000,1264,0-0,None,scheduled_30m,2.2,166.8
2026-05-21T22:09:34,21.4,0,TRUE,22.1594,0,0-0,None,event_motion_start,21.4,0.0
2026-05-21T22:30:00,3.1,0,TRUE,22.5000,0,0-0,None,scheduled_30m,3.1,0.0
2026-05-21T23:00:00,0.3,0,FALSE,23.0000,0,0-0,None,scheduled_30m,0.3,0.0
2026-05-21T23:30:00,19.9,0,FALSE,23.5000,0,0-0,None,scheduled_30m,19.9,0.0
2026-05-22T00:00:00,8.4,0,FALSE,0.0000,0,0-0,None,scheduled_30m,8.4,0.0
2026-05-22T00:30:00,0.7,0,FALSE,0.5000,0,0-0,None,scheduled_30m,0.7,0.0
2026-05-22T01:00:00,4.0,0,FALSE,1.0000,0,0-0,None,scheduled_30m,4.0,0.0
2026-05-22T01:30:00,16.2,0,FALSE,1.5000,0,0-0,None,scheduled_30m,16.2,0.0
2026-05-22T02:00:00,12.7,0,FALSE,2.0000,0,0-0,None,scheduled_30m,12.7,0.0
2026-05-22T02:30:00,7.0,0,FALSE,2.5000,0,0-0,None,scheduled_30m,7.0,0.0
2026-05-22T03:00:00,7.1,0,FALSE,3.0000,0,0-0,None,scheduled_30m,7.1,0.0
2026-05-22T03:30:00,7.1,0,FALSE,3.5000,0,0-0,None,scheduled_30m,7.1,0.0
2026-05-22T04:00:00,9.2,0,FALSE,4.0000,0,0-0,None,scheduled_30m,9.2,0.0
2026-05-22T04:30:00,10.3,0,FALSE,4.5000,0,0-0,None,scheduled_30m,10.3,0.0
2026-05-22T05:00:00,6.7,0,FALSE,5.0000,0,0-0,None,scheduled_30m,6.7,0.0
2026-05-22T05:30:00,4.2,0,FALSE,5.5000,0,0-0,None,scheduled_30m,4.2,0.0
2026-05-22T06:00:00,139.0,0,FALSE,6.0000,0,0-0,None,scheduled_30m,139.0,0.0
2026-05-22T06:30:00,88.7,0,FALSE,6.5000,0,0-0,None,scheduled_30m,88.7,0.0
2026-05-22T07:00:00,41.4,0,FALSE,7.0000,0,0-0,None,scheduled_30m,41.4,0.0
2026-05-22T07:30:00,40.3,0,FALSE,7.5000,0,0-0,None,scheduled_30m,40.3,0.0
2026-05-22T08:00:00,145.6,0,FALSE,8.0000,0,0-0,None,scheduled_30m,145.6,0.0
2026-05-22T08:30:00,124.6,0,FALSE,8.5000,0,0-0,None,scheduled_30m,124.6,0.0
2026-05-22T09:00:00,151.0,0,FALSE,9.0000,0,0-0,None,scheduled_30m,151.0,0.0
2026-05-22T09:30:00,120.0,0,FALSE,9.5000,0,0-0,None,scheduled_30m,120.0,0.0
2026-05-22T10:00:00,356.4,0,FALSE,10.0000,0,0-0,None,scheduled_30m,356.4,0.0
2026-05-22T10:30:00,183.7,0,FALSE,10.5000,0,0-0,None,scheduled_30m,183.7,0.0
2026-05-22T11:00:00,188.8,0,FALSE,11.0000,0,0-0,None,scheduled_30m,188.8,0.0
2026-05-22T11:30:00,432.8,0,FALSE,11.5000,0,0-0,None,scheduled_30m,432.8,0.0
2026-05-22T12:00:00,334.9,0,FALSE,12.0000,0,0-0,None,scheduled_30m,334.9,0.0
2026-05-22T12:30:00,1206.3,0,FALSE,12.5000,0,0-0,None,scheduled_30m,1206.3,0.0
2026-05-22T13:00:00,324.7,1,FALSE,13.0000,0,0-1328,None,scheduled_30m,324.7,0.0
2026-05-22T13:30:00,318.7,1,FALSE,13.5000,570,429-1943,None,scheduled_30m,243.5,75.2
2026-05-22T14:00:00,488.5,1,FALSE,14.0000,1186,0-0,None,scheduled_30m,332.0,156.5
2026-05-22T14:30:00,488.3,2,TRUE,14.5000,606,0-0,None,scheduled_30m,408.3,80.0
2026-05-22T15:00:00,297.0,2,FALSE,15.0000,0,0-22,None,scheduled_30m,297.0,0.0
2026-05-22T15:30:00,386.7,2,TRUE,15.5000,0,0-0,None,scheduled_30m,386.7,0.0
2026-05-22T16:00:00,350.8,2,TRUE,16.0000,0,0-0,None,scheduled_30m,350.8,0.0
2026-05-22T16:30:00,364.4,2,TRUE,16.5000,0,0-0,None,scheduled_30m,364.4,0.0
2026-05-22T17:00:00,124.4,1,FALSE,17.0000,0,573-1330,None,scheduled_30m,124.4,0.0
2026-05-22T17:30:00,498.1,1,FALSE,17.5000,952,0-0,None,scheduled_30m,372.4,125.7
2026-05-22T18:00:00,172.2,1,FALSE,18.0000,0,211-968,None,scheduled_30m,172.2,0.0
2026-05-22T18:30:00,195.2,1,FALSE,18.5000,589,626-1382,None,scheduled_30m,117.5,77.7
2026-05-22T19:00:00,318.8,1,FALSE,19.0000,1004,104-861,None,scheduled_30m,186.3,132.5
2026-05-22T19:30:00,105.4,1,FALSE,19.5000,483,1200-1957,None,scheduled_30m,41.6,63.8
2026-05-22T20:00:00,238.2,1,FALSE,20.0000,1579,1290-2047,None,scheduled_30m,29.8,208.4
2026-05-22T20:30:00,398.1,1,TRUE,20.5000,1971,471-1227,None,scheduled_30m,137.9,260.2
2026-05-22T21:00:00,262.3,1,FALSE,21.0000,849,378-1134,None,scheduled_30m,150.2,112.1
2026-05-22T21:30:00,280.9,1,TRUE,21.5000,756,144-900,None,scheduled_30m,181.1,99.8
2026-05-22T22:00:00,88.9,0,FALSE,22.0000,522,0-0,None,scheduled_30m,20.0,68.9
2026-05-22T22:30:00,12.3,0,FALSE,22.5000,0,0-0,None,scheduled_30m,12.3,0.0
2026-05-22T23:00:00,10.1,0,FALSE,23.0000,0,0-0,None,scheduled_30m,10.1,0.0
2026-05-22T23:30:00,9.5,0,FALSE,23.5000,0,0-0,None,scheduled_30m,9.5,0.0
2026-05-23T00:00:00,11.7,0,FALSE,0.0000,0,0-0,None,scheduled_30m,11.7,0.0
2026-05-23T00:30:00,17.9,0,FALSE,0.5000,0,0-0,None,scheduled_30m,17.9,0.0
2026-05-23T01:00:00,3.3,0,FALSE,1.0000,0,0-0,None,scheduled_30m,3.3,0.0
2026-05-23T01:30:00,17.0,0,FALSE,1.5000,0,0-0,None,scheduled_30m,17.0,0.0
2026-05-23T02:00:00,13.4,0,FALSE,2.0000,0,0-0,None,scheduled_30m,13.4,0.0
2026-05-23T02:30:00,8.8,0,FALSE,2.5000,0,0-0,None,scheduled_30m,8.8,0.0
2026-05-23T03:00:00,11.9,0,FALSE,3.0000,0,0-0,None,scheduled_30m,11.9,0.0
2026-05-23T03:30:00,2.4,0,FALSE,3.5000,0,0-0,None,scheduled_30m,2.4,0.0
2026-05-23T04:00:00,2.9,0,FALSE,4.0000,0,0-0,None,scheduled_30m,2.9,0.0
2026-05-23T04:14:30,20.9,0,TRUE,4.2417,0,0-0,None,event_motion_start,20.9,0.0
2026-05-23T04:30:00,15.2,0,TRUE,4.5000,0,0-0,None,scheduled_30m,15.2,0.0
2026-05-23T05:00:00,12.2,0,FALSE,5.0000,0,0-0,None,scheduled_30m,12.2,0.0
2026-05-23T05:30:00,7.3,0,FALSE,5.5000,0,0-0,None,scheduled_30m,7.3,0.0
2026-05-23T06:00:00,124.1,0,FALSE,6.0000,0,0-0,None,scheduled_30m,124.1,0.0
2026-05-23T06:30:00,90.7,0,FALSE,6.5000,0,0-0,None,scheduled_30m,90.7,0.0
